location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Rock, Wisconsin",Confirmed (per 100k),38.57,2.19,0.06,10.43,4,1,5,0
"Kingfisher, Oklahoma",Confirmed (per 100k),38.06,2.72,0.07,7.97,4,1,5,-1
"Warren, Ohio",Confirmed (per 100k),37.94,2.37,0.06,8.77,4,1,5,0
"Buchanan, Iowa",Confirmed (per 100k),37.78,2.02,0.05,10.97,4,1,5,0
"Mason, West Virginia",Confirmed (per 100k),37.71,2.16,0.06,9.53,4,1,5,0
"Wasco, Oregon",Confirmed (per 100k),37.48,1.61,0.04,13.74,4,1,5,0
"Roscommon, Michigan",Confirmed (per 100k),37.47,1.78,0.05,13.51,4,1,5,0
"Yadkin, North Carolina",Confirmed (per 100k),37.17,1.90,0.05,11.43,4,1,5,0
"Jackson, Missouri",Confirmed (per 100k),36.98,1.52,0.04,13.58,4,1,5,0
"Aiken, South Carolina",Confirmed (per 100k),36.87,2.68,0.07,7.47,4,1,5,-1
"Mifflin, Pennsylvania",Confirmed (per 100k),36.85,2.17,0.06,9.06,4,1,5,-1
"Jersey, Illinois",Confirmed (per 100k),36.74,1.97,0.05,9.58,4,1,5,0
"Cass, Michigan",Confirmed (per 100k),36.69,2.21,0.06,7.27,4,1,5,0
"York, Nebraska",Confirmed (per 100k),36.55,2.09,0.06,7.62,4,1,5,-2
"Smyth, Virginia",Confirmed (per 100k),36.54,2.85,0.08,7.50,4,1,5,-2
"Crenshaw, Alabama",Confirmed (per 100k),36.31,1.04,0.03,12.13,4,1,5,0
"Craighead, Arkansas",Confirmed (per 100k),36.25,1.94,0.05,10.23,4,1,5,0
"Clackamas, Oregon",Confirmed (per 100k),35.87,1.54,0.04,13.02,4,1,5,0
"Martin, Kentucky",Confirmed (per 100k),35.73,2.55,0.07,7.27,4,1,5,-1
"Okanogan, Washington",Confirmed (per 100k),35.51,1.69,0.05,13.24,4,1,5,0
"Hamilton, Texas",Confirmed (per 100k),35.46,1.69,0.05,12.82,4,1,5,-3
"Warren, Mississippi",Confirmed (per 100k),35.26,1.89,0.05,10.16,4,1,5,-1
"Iron, Wisconsin",Confirmed (per 100k),35.17,2.51,0.07,7.97,4,1,5,-1
"Cherokee, Kansas",Confirmed (per 100k),35.11,1.43,0.04,13.86,4,1,5,2
"Washington, Tennessee",Confirmed (per 100k),34.78,1.55,0.04,13.41,4,1,5,0
"Montgomery, Virginia",Confirmed (per 100k),34.51,2.61,0.08,7.23,4,1,5,-1
"Van Buren, Michigan",Confirmed (per 100k),34.36,1.51,0.04,12.56,4,1,5,2
"Pasco, Florida",Confirmed (per 100k),34.30,1.57,0.05,12.25,4,1,5,0
"Franklin, Georgia",Confirmed (per 100k),34.26,1.22,0.04,12.47,4,1,5,5
"McDowell, West Virginia",Confirmed (per 100k),34.04,2.43,0.07,7.50,4,1,5,-2
"Clearwater, Minnesota",Confirmed (per 100k),34.02,1.62,0.05,10.74,4,1,5,5
"Lawrence, Tennessee",Confirmed (per 100k),33.98,1.62,0.05,12.13,4,1,5,-1
"Sullivan, Indiana",Confirmed (per 100k),33.87,1.38,0.04,12.47,4,1,5,0
"Tom Green, Texas",Confirmed (per 100k),33.56,1.80,0.05,11.34,4,1,5,0
"Nelson, Virginia",Confirmed (per 100k),33.49,1.91,0.06,10.39,4,1,5,-1
"Crowley, Colorado",Confirmed (per 100k),33.00,2.36,0.07,7.27,4,1,5,-1
"Hale, Texas",Confirmed (per 100k),32.93,1.71,0.05,12.30,4,1,5,0
"Person, North Carolina",Confirmed (per 100k),32.92,2.17,0.07,7.04,4,1,5,2
"Nottoway, Virginia",Confirmed (per 100k),32.83,1.88,0.06,10.05,4,1,5,-1
"Dodge, Nebraska",Confirmed (per 100k),32.82,1.95,0.06,8.52,4,1,5,0
"Lunenburg, Virginia",Confirmed (per 100k),32.80,2.34,0.07,7.27,4,1,5,-3
"Pike, Missouri",Confirmed (per 100k),32.78,1.56,0.05,13.17,4,1,5,-1
"Dubois, Indiana",Confirmed (per 100k),32.76,1.67,0.05,11.29,4,1,5,0
"Union, Georgia",Confirmed (per 100k),32.64,2.33,0.07,7.97,4,1,5,-1
"Rogers, Oklahoma",Confirmed (per 100k),32.45,1.70,0.05,10.61,4,1,5,0
"Chattooga, Georgia",Confirmed (per 100k),32.27,2.31,0.07,7.27,4,1,5,-1
"Stanislaus, California",Confirmed (per 100k),32.14,1.89,0.06,7.96,4,1,5,0
"Pittsburg, Oklahoma",Confirmed (per 100k),32.07,1.96,0.06,7.16,4,1,5,0
"Brevard, Florida",Confirmed (per 100k),31.90,1.69,0.05,9.00,4,1,5,0
"McLean, North Dakota",Confirmed (per 100k),31.75,1.51,0.05,10.05,4,1,5,5
"Brown, Texas",Confirmed (per 100k),31.69,1.89,0.06,9.21,4,1,5,0
"Bell, Texas",Confirmed (per 100k),31.69,1.42,0.04,12.70,4,1,5,0
"Mahaska, Iowa",Confirmed (per 100k),31.68,1.94,0.06,7.27,4,1,5,2
"Montgomery, Illinois",Confirmed (per 100k),31.67,2.51,0.08,7.27,4,1,5,-1
"Whitfield, Georgia",Confirmed (per 100k),31.54,1.37,0.04,12.06,4,1,5,1
"Gladwin, Michigan",Confirmed (per 100k),31.44,1.12,0.04,10.39,4,1,5,5
"Union, South Dakota",Confirmed (per 100k),31.38,1.79,0.06,9.70,4,1,5,0
"Craven, North Carolina",Confirmed (per 100k),31.33,1.68,0.05,10.10,4,1,5,0
"Union, Mississippi",Confirmed (per 100k),31.23,1.49,0.05,11.43,4,1,5,2
"Martin, North Carolina",Confirmed (per 100k),31.19,1.91,0.06,8.89,4,1,5,0
"Blount, Alabama",Confirmed (per 100k),31.13,1.73,0.06,9.06,4,1,5,1
"Ionia, Michigan",Confirmed (per 100k),30.91,1.55,0.05,10.05,4,1,5,0
"Yellow Medicine, Minnesota",Confirmed (per 100k),30.90,1.47,0.05,12.13,4,1,5,-1
"Marion, Florida",Confirmed (per 100k),30.64,1.64,0.05,10.24,4,1,5,0
"Stanly, North Carolina",Confirmed (per 100k),30.25,2.05,0.07,7.50,4,1,5,-1
"Campbell, Tennessee",Confirmed (per 100k),30.12,2.15,0.07,8.20,4,1,5,-1
"Emery, Utah",Confirmed (per 100k),29.96,1.43,0.05,10.74,4,1,5,5
"Wood, West Virginia",Confirmed (per 100k),29.93,1.37,0.05,10.83,4,1,5,0
"Monroe, Arkansas",Confirmed (per 100k),29.85,2.13,0.07,7.27,4,1,5,-1
"Franklin, Maine",Confirmed (per 100k),29.80,1.89,0.06,9.01,4,1,5,0
"Ramsey, Minnesota",Confirmed (per 100k),29.80,1.35,0.05,12.95,4,1,5,0
"Buchanan, Missouri",Confirmed (per 100k),29.76,1.31,0.04,11.95,4,1,5,0
"Carroll, Indiana",Confirmed (per 100k),29.62,2.12,0.07,7.50,4,1,5,-1
"Kendall, Texas",Confirmed (per 100k),29.52,1.20,0.04,13.17,4,1,5,2
"Page, Virginia",Confirmed (per 100k),29.29,1.79,0.06,8.89,4,1,5,-1
"Stewart, Tennessee",Confirmed (per 100k),29.17,2.08,0.07,8.31,4,1,5,-1
"Pickens, South Carolina",Confirmed (per 100k),29.16,1.46,0.05,10.37,4,1,5,2
"Glacier, Montana",Confirmed (per 100k),29.08,2.08,0.07,7.97,4,1,5,-1
"Medina, Texas",Confirmed (per 100k),29.08,1.66,0.06,9.24,4,1,5,-1
"Clermont, Ohio",Confirmed (per 100k),29.07,1.52,0.05,8.63,4,1,5,1
"Bulloch, Georgia",Confirmed (per 100k),28.89,1.79,0.06,8.17,4,1,5,-1
"Ector, Texas",Confirmed (per 100k),28.88,1.38,0.05,12.43,4,1,5,0
"Seminole, Oklahoma",Confirmed (per 100k),28.86,1.77,0.06,9.82,4,1,5,-1
"Washington, Illinois",Confirmed (per 100k),28.80,1.03,0.04,10.05,4,1,5,5
"Cameron, Louisiana",Confirmed (per 100k),28.68,2.05,0.07,7.97,4,1,5,-2
"Grady, Oklahoma",Confirmed (per 100k),28.66,1.28,0.04,10.60,4,1,5,2
"Woodford, Illinois",Confirmed (per 100k),28.60,1.49,0.05,9.70,4,1,5,0
"Hughes, South Dakota",Confirmed (per 100k),28.53,1.63,0.06,10.74,4,1,5,0
"Liberty, Texas",Confirmed (per 100k),28.34,1.30,0.05,10.83,4,1,5,-1
"Napa, California",Confirmed (per 100k),28.31,1.35,0.05,12.07,4,1,5,0
"Jefferson, Wisconsin",Confirmed (per 100k),28.31,1.52,0.05,11.74,4,1,5,0
"Umatilla, Oregon",Confirmed (per 100k),28.22,1.65,0.06,7.20,4,1,5,-1
"Campbell, Wyoming",Confirmed (per 100k),28.05,1.23,0.04,12.99,4,1,5,2
"Saunders, Nebraska",Confirmed (per 100k),27.81,1.32,0.05,12.13,4,1,5,0
"Richland, Montana",Confirmed (per 100k),27.77,1.32,0.05,12.82,4,1,5,-2
"Sangamon, Illinois",Confirmed (per 100k),27.74,1.25,0.04,12.09,4,1,5,1
"Saline, Kansas",Confirmed (per 100k),27.66,1.58,0.06,7.62,4,1,5,1
"Comal, Texas",Confirmed (per 100k),27.53,1.28,0.05,12.57,4,1,5,1
"Huron, Ohio",Confirmed (per 100k),27.46,1.23,0.04,12.82,4,1,5,0
"Sullivan, Tennessee",Confirmed (per 100k),27.16,1.44,0.05,11.39,4,1,5,0
"Alleghany, Virginia",Confirmed (per 100k),26.92,1.92,0.07,7.97,4,1,5,-1
"Columbia, Oregon",Confirmed (per 100k),26.74,1.64,0.06,8.66,4,1,5,0
"Laurens, South Carolina",Confirmed (per 100k),26.67,1.69,0.06,7.36,4,1,5,-1
"Obion, Tennessee",Confirmed (per 100k),26.61,1.90,0.07,7.79,4,1,5,-1
"Douglas, Nevada",Confirmed (per 100k),26.58,1.46,0.05,9.49,4,1,5,2
"Huntingdon, Pennsylvania",Confirmed (per 100k),26.58,1.90,0.07,7.73,4,1,5,-1
"Fresno, California",Confirmed (per 100k),26.52,1.50,0.06,8.86,4,1,5,0
"Waynesboro, Virginia",Confirmed (per 100k),26.51,1.89,0.07,7.97,4,1,5,-1
"Lycoming, Pennsylvania",Confirmed (per 100k),26.48,1.89,0.07,7.27,4,1,5,-1
"Washington, Utah",Confirmed (per 100k),26.47,1.29,0.05,12.26,4,1,5,0
"Crow Wing, Minnesota",Confirmed (per 100k),26.13,1.54,0.06,10.05,4,1,5,-1
"Marion, South Carolina",Confirmed (per 100k),26.10,1.40,0.05,10.28,4,1,5,0
"Hidalgo, Texas",Confirmed (per 100k),25.90,1.46,0.06,9.47,4,1,5,0
"Huron, Michigan",Confirmed (per 100k),25.82,1.38,0.05,8.89,4,1,5,1
"Vermillion, Indiana",Confirmed (per 100k),25.81,1.84,0.07,7.27,4,1,5,1
"Rio Arriba, New Mexico",Confirmed (per 100k),25.69,1.47,0.06,8.66,4,1,5,2
"Brookings, South Dakota",Confirmed (per 100k),25.66,1.22,0.05,12.36,4,1,5,-1
"Erie, Ohio",Confirmed (per 100k),25.58,1.15,0.05,9.12,4,1,5,2
"Gilmer, Georgia",Confirmed (per 100k),25.50,1.37,0.05,9.35,4,1,5,-2
"Fayette, Iowa",Confirmed (per 100k),25.45,1.45,0.06,10.05,4,1,5,0
"Hunt, Texas",Confirmed (per 100k),25.36,1.16,0.05,10.57,4,1,5,-1
"Monterey, California",Confirmed (per 100k),24.88,1.18,0.05,10.72,4,1,5,2
"Skamania, Washington",Confirmed (per 100k),24.83,1.18,0.05,12.82,4,1,5,0
"Henry, Kentucky",Confirmed (per 100k),24.80,1.77,0.07,8.31,4,1,5,-1
"Doña Ana, New Mexico",Confirmed (per 100k),24.75,1.24,0.05,11.69,4,1,5,2
"Val Verde, Texas",Confirmed (per 100k),24.48,1.46,0.06,9.63,4,1,5,-1
"Hood, Texas",Confirmed (per 100k),24.33,1.16,0.05,12.40,4,1,5,1
"Kaufman, Texas",Confirmed (per 100k),24.24,1.78,0.07,7.31,4,1,5,-1
"Roanoke City, Virginia",Confirmed (per 100k),24.21,1.15,0.05,11.09,4,1,5,0
"Mohave, Arizona",Confirmed (per 100k),24.04,1.48,0.06,7.37,4,1,5,-1
"Calaveras, California",Confirmed (per 100k),23.96,1.24,0.05,9.18,4,1,5,1
"Breathitt, Kentucky",Confirmed (per 100k),23.75,1.13,0.05,10.74,4,1,5,5
"Fulton, Ohio",Confirmed (per 100k),23.74,1.02,0.04,10.05,4,1,5,2
"La Paz, Arizona",Confirmed (per 100k),23.69,1.35,0.06,9.70,4,1,5,2
"Sweetwater, Wyoming",Confirmed (per 100k),23.62,1.35,0.06,9.01,4,1,5,0
"Somerset, Maryland",Confirmed (per 100k),23.42,1.12,0.05,11.43,4,1,5,0
"Caldwell, North Carolina",Confirmed (per 100k),23.12,1.39,0.06,9.79,4,1,5,0
"Jasper, Missouri",Confirmed (per 100k),23.08,1.41,0.06,8.83,4,1,5,0
"Coffee, Tennessee",Confirmed (per 100k),23.00,1.26,0.05,10.32,4,1,5,0
"Cooper, Missouri",Confirmed (per 100k),22.59,1.61,0.07,8.31,4,1,5,-1
"Madison, Kentucky",Confirmed (per 100k),22.58,1.38,0.06,8.81,4,1,5,0
"Colbert, Alabama",Confirmed (per 100k),21.72,1.03,0.05,10.74,4,1,5,0
"Levy, Florida",Confirmed (per 100k),21.69,1.03,0.05,11.20,4,1,5,0
"St. Louis, Minnesota",Confirmed (per 100k),21.60,1.08,0.05,11.90,4,1,5,-1
"Franklin, Kentucky",Confirmed (per 100k),21.57,1.12,0.05,12.13,4,1,5,2
"Upshur, Texas",Confirmed (per 100k),21.56,1.03,0.05,11.66,4,1,5,-1
"Bureau, Illinois",Confirmed (per 100k),21.45,1.31,0.06,8.20,4,1,5,-1
"Woodbury, Iowa",Confirmed (per 100k),21.34,1.39,0.06,8.17,4,1,5,-1
"Anoka, Minnesota",Confirmed (per 100k),21.29,1.20,0.06,10.05,4,1,5,0
"Williams, North Dakota",Confirmed (per 100k),21.28,1.14,0.05,11.66,4,1,5,0
"Greenlee, Arizona",Confirmed (per 100k),21.06,1.50,0.07,7.97,4,1,5,-1
"White, Indiana",Confirmed (per 100k),20.75,1.19,0.06,8.66,4,1,5,2
"Hawaii, Hawaii",Confirmed (per 100k),20.35,1.28,0.06,9.20,4,1,5,0
"Roanoke, Virginia",Confirmed (per 100k),20.17,1.37,0.07,7.58,4,1,5,-1
"Seneca, Ohio",Confirmed (per 100k),19.94,1.29,0.06,8.24,4,1,5,1
"Jeff Davis, Georgia",Confirmed (per 100k),19.85,0.95,0.05,5.19,3,2,5,5
"Missaukee, Michigan",Confirmed (per 100k),19.84,0.94,0.05,5.19,3,2,5,5
"Dunn, Wisconsin",Confirmed (per 100k),19.84,1.26,0.06,10.05,4,1,5,0
"Douglas, Oregon",Confirmed (per 100k),19.82,1.03,0.05,8.75,4,1,5,1
"Tattnall, Georgia",Confirmed (per 100k),19.77,1.13,0.06,9.70,4,1,5,0
"Jasper, Texas",Confirmed (per 100k),19.70,1.61,0.08,7.27,4,1,5,-1
"Somerset, Pennsylvania",Confirmed (per 100k),19.06,1.36,0.07,7.47,4,1,5,-1
"Peoria, Illinois",Confirmed (per 100k),18.98,1.36,0.07,7.03,4,1,5,-1
"Crawford, Pennsylvania",Confirmed (per 100k),18.91,1.18,0.06,9.95,4,1,5,0
"Fremont, Colorado",Confirmed (per 100k),18.81,1.19,0.06,7.45,4,1,5,-1
"Allen, Kentucky",Confirmed (per 100k),18.77,1.34,0.07,8.31,4,1,5,-1
"Tillamook, Oregon",Confirmed (per 100k),18.49,1.06,0.06,10.05,4,1,5,2
"Lincoln, Washington",Confirmed (per 100k),18.28,1.31,0.07,7.97,4,1,5,-1
"Atascosa, Texas",Confirmed (per 100k),17.59,1.12,0.06,9.35,4,1,5,-1
"Powell, Kentucky",Confirmed (per 100k),16.18,1.16,0.07,7.27,4,1,5,-1
"Henry, Virginia",Confirmed (per 100k),15.82,1.13,0.07,8.31,4,1,5,-1
"Taylor, Kentucky",Confirmed (per 100k),15.52,1.11,0.07,7.62,4,1,5,1
"Newton, Texas",Confirmed (per 100k),14.71,1.05,0.07,7.97,4,1,5,-1
"Ashe, North Carolina",Confirmed (per 100k),14.70,1.05,0.07,8.66,4,1,5,-1
"Shawano, Wisconsin",Confirmed (per 100k),14.67,1.05,0.07,7.97,4,1,5,-1
"White, Tennessee",Confirmed (per 100k),14.63,1.04,0.07,7.97,4,1,5,-1
"Wells, Indiana",Confirmed (per 100k),14.14,1.01,0.07,8.31,4,1,5,-1
"Glenn, California",Confirmed (per 100k),14.09,1.01,0.07,7.27,4,1,5,1
"Fulton, Pennsylvania",Confirmed (per 100k),13.76,0.98,0.07,5.88,3,2,5,5
"Mason, Michigan",Confirmed (per 100k),13.72,0.98,0.07,4.50,3,2,5,-1
"Mills, Iowa",Confirmed (per 100k),13.24,0.95,0.07,6.58,3,2,5,0
"Livingston, Missouri",Confirmed (per 100k),13.13,0.94,0.07,5.88,3,2,5,5
"Staunton, Virginia",Confirmed (per 100k),12.03,0.57,0.05,6.58,3,2,5,0
"Parker, Texas",Confirmed (per 100k),11.90,1.00,0.08,5.95,3,2,5,0
"Hardin, Iowa",Confirmed (per 100k),11.87,0.85,0.07,6.58,3,2,5,0
"Jackson, North Carolina",Confirmed (per 100k),11.38,0.65,0.06,6.93,3,2,5,1
"Franklin, Arkansas",Confirmed (per 100k),11.29,0.81,0.07,5.88,3,2,5,0
"Long, Georgia",Confirmed (per 100k),10.23,0.73,0.07,5.88,3,2,5,5
"Le Flore, Oklahoma",Confirmed (per 100k),10.03,0.86,0.09,4.73,3,2,5,0
"Lake, California",Confirmed (per 100k),9.32,0.67,0.07,6.12,3,2,5,0
"Gaines, Texas",Confirmed (per 100k),9.31,0.66,0.07,6.58,3,2,5,0
"Beckham, Oklahoma",Confirmed (per 100k),9.15,0.65,0.07,5.19,3,2,5,5
"Lee, Iowa",Confirmed (per 100k),8.91,0.42,0.05,6.58,3,2,5,0
"Meigs, Ohio",Confirmed (per 100k),8.73,0.62,0.07,5.19,3,2,5,5
"Kings, California",Confirmed (per 100k),8.50,0.75,0.09,5.71,3,2,5,1
"Geneva, Alabama",Confirmed (per 100k),7.61,0.54,0.07,5.19,3,2,5,-1
"Russell, Virginia",Confirmed (per 100k),7.52,0.54,0.07,5.88,3,2,5,5
"Henry, Ohio",Confirmed (per 100k),7.41,0.53,0.07,5.19,3,2,5,-1
"San Miguel, New Mexico",Confirmed (per 100k),7.33,0.52,0.07,5.19,3,2,5,5
"Scioto, Ohio",Confirmed (per 100k),6.64,0.57,0.09,5.42,3,2,5,0
"Washington, Maine",Confirmed (per 100k),6.37,0.46,0.07,5.19,3,2,5,5
"Crawford, Arkansas",Confirmed (per 100k),6.32,0.68,0.11,5.19,3,2,5,-1
"Bladen, North Carolina",Confirmed (per 100k),6.11,0.44,0.07,6.58,3,2,5,0
"Gunnison, Colorado",Confirmed (per 100k),595.58,2.45,0.00,161.85,4,0,4,0
"Cleburne, Arkansas",Confirmed (per 100k),280.91,1.72,0.01,112.17,4,0,4,0
"Baca, Colorado",Confirmed (per 100k),279.25,3.99,0.01,46.09,4,0,4,0
"Martin, Minnesota",Confirmed (per 100k),198.14,3.63,0.02,35.97,4,0,4,0
"Island, Washington",Confirmed (per 100k),192.62,3.02,0.02,42.32,4,0,4,0
"Quitman, Mississippi",Confirmed (per 100k),191.40,2.10,0.01,58.57,4,0,4,-2
"Otsego, Michigan",Confirmed (per 100k),178.37,3.47,0.02,25.64,4,0,4,0
"James City, Virginia",Confirmed (per 100k),176.42,1.87,0.01,61.07,4,0,4,0
"Acadia, Louisiana",Confirmed (per 100k),174.07,4.37,0.03,24.82,4,0,4,-1
"Granville, North Carolina",Confirmed (per 100k),172.06,3.78,0.02,27.25,4,0,4,0
"Pawnee, Oklahoma",Confirmed (per 100k),170.98,3.49,0.02,31.36,4,0,4,0
"Skagit, Washington",Confirmed (per 100k),161.76,3.21,0.02,30.87,4,0,4,0
"San Juan, New Mexico",Confirmed (per 100k),161.34,3.11,0.02,31.43,4,0,4,-1
"Mono, California",Confirmed (per 100k),159.24,3.96,0.02,25.82,4,0,4,0
"Madison, New York",Confirmed (per 100k),155.06,3.62,0.02,28.19,4,0,4,0
"Webster, Mississippi",Confirmed (per 100k),154.81,1.47,0.01,66.19,4,0,4,0
"Hamilton, Indiana",Confirmed (per 100k),153.84,4.99,0.03,18.72,4,0,4,-2
"Montgomery, Mississippi",Confirmed (per 100k),153.45,4.38,0.03,22.76,4,0,4,-1
"Morgan, Indiana",Confirmed (per 100k),153.22,4.66,0.03,20.08,4,0,4,-1
"Chaffee, Colorado",Confirmed (per 100k),152.29,3.51,0.02,25.71,4,0,4,0
"Addison, Vermont",Confirmed (per 100k),152.27,3.50,0.02,28.69,4,0,4,-1
"Harrison, Indiana",Confirmed (per 100k),150.56,3.88,0.03,23.97,4,0,4,-2
"Rapides, Louisiana",Confirmed (per 100k),148.09,4.85,0.03,17.77,4,0,4,-2
"San Miguel, Colorado",Confirmed (per 100k),146.72,3.49,0.02,27.38,4,0,4,0
"Lyon, Kansas",Confirmed (per 100k),144.60,2.58,0.02,22.99,4,0,4,0
"Jefferson, Colorado",Confirmed (per 100k),143.60,4.88,0.03,17.49,4,0,4,-2
"Matagorda, Texas",Confirmed (per 100k),139.18,3.51,0.03,25.53,4,0,4,0
"Irwin, Georgia",Confirmed (per 100k),138.06,4.55,0.03,17.90,4,0,4,-2
"Brooks, Georgia",Confirmed (per 100k),135.86,4.62,0.03,17.53,4,0,4,-3
"Williamson, Tennessee",Confirmed (per 100k),135.06,2.10,0.02,42.81,4,0,4,0
"Choctaw, Mississippi",Confirmed (per 100k),133.98,3.48,0.03,24.26,4,0,4,-1
"Williamsburg, Virginia",Confirmed (per 100k),133.74,3.82,0.03,21.66,4,0,4,-2
"Winston, Mississippi",Confirmed (per 100k),133.67,3.98,0.03,18.09,4,0,4,0
"Walker, Alabama",Confirmed (per 100k),132.24,4.27,0.03,19.79,4,0,4,-2
"Grant, Washington",Confirmed (per 100k),131.99,4.09,0.03,19.06,4,0,4,0
"Robertson, Tennessee",Confirmed (per 100k),130.90,4.18,0.03,18.53,4,0,4,-2
"Adair, Oklahoma",Confirmed (per 100k),130.67,2.57,0.02,32.40,4,0,4,0
"Washington, Rhode Island",Confirmed (per 100k),129.00,3.64,0.03,20.27,4,0,4,-3
"Clinton, Michigan",Confirmed (per 100k),128.15,3.23,0.03,24.57,4,0,4,-2
"Woodson, Kansas",Confirmed (per 100k),127.47,4.55,0.04,14.90,4,0,4,4
"Onondaga, New York",Confirmed (per 100k),125.73,4.37,0.03,16.60,4,0,4,0
"Monroe, New York",Confirmed (per 100k),125.65,4.49,0.04,16.20,4,0,4,-1
"Linn, Iowa",Confirmed (per 100k),123.51,4.98,0.04,14.72,4,0,4,-2
"Cedar, Iowa",Confirmed (per 100k),123.48,3.07,0.02,24.43,4,0,4,-2
"Gallatin, Montana",Confirmed (per 100k),123.22,2.37,0.02,34.31,4,0,4,0
"Floyd, Georgia",Confirmed (per 100k),122.85,3.92,0.03,19.21,4,0,4,0
"Gage, Nebraska",Confirmed (per 100k),120.86,1.99,0.02,40.32,4,0,4,-3
"Whatcom, Washington",Confirmed (per 100k),119.09,1.93,0.02,40.21,4,0,4,0
"Rockdale, Georgia",Confirmed (per 100k),118.82,3.30,0.03,21.80,4,0,4,0
"Miami, Ohio",Confirmed (per 100k),118.71,2.40,0.02,31.38,4,0,4,0
"Ada, Idaho",Confirmed (per 100k),117.74,2.97,0.03,24.36,4,0,4,0
"Stark, North Dakota",Confirmed (per 100k),117.50,2.72,0.02,25.30,4,0,4,0
"Cumberland, Maine",Confirmed (per 100k),116.27,3.73,0.03,18.47,4,0,4,0
"Putnam, Tennessee",Confirmed (per 100k),115.90,1.96,0.02,38.03,4,0,4,-2
"Yalobusha, Mississippi",Confirmed (per 100k),115.63,3.54,0.03,20.68,4,0,4,0
"Tompkins, New York",Confirmed (per 100k),115.48,1.82,0.02,41.19,4,0,4,0
"DeSoto, Mississippi",Confirmed (per 100k),114.09,4.25,0.04,14.86,4,0,4,0
"Van Buren, Iowa",Confirmed (per 100k),113.57,4.06,0.04,16.29,4,0,4,0
"Franklin City, Virginia",Confirmed (per 100k),112.97,3.59,0.03,15.25,4,0,4,-2
"Pierce, Washington",Confirmed (per 100k),112.93,3.24,0.03,21.64,4,0,4,0
"Clark, Nevada",Confirmed (per 100k),112.89,4.29,0.04,16.07,4,0,4,-2
"Washington, Georgia",Confirmed (per 100k),112.89,4.21,0.04,16.98,4,0,4,-3
"Orange, Indiana",Confirmed (per 100k),111.98,3.64,0.03,15.73,4,0,4,-2
"Fairfield, South Carolina",Confirmed (per 100k),111.87,4.47,0.04,14.31,4,0,4,-1
"Oconee, Georgia",Confirmed (per 100k),111.72,3.55,0.03,18.09,4,0,4,-2
"Fremont, Wyoming",Confirmed (per 100k),109.52,1.46,0.01,48.17,4,0,4,0
"Nowata, Oklahoma",Confirmed (per 100k),109.17,1.42,0.01,49.56,4,0,4,0
"Madison, Mississippi",Confirmed (per 100k),109.15,3.90,0.04,16.65,4,0,4,-1
"Cibola, New Mexico",Confirmed (per 100k),108.72,3.21,0.03,19.87,4,0,4,0
"Los Angeles, California",Confirmed (per 100k),108.12,4.21,0.04,14.59,4,0,4,-1
"Collier, Florida",Confirmed (per 100k),108.08,4.38,0.04,14.14,4,0,4,-1
"Ketchikan Gateway, Alaska",Confirmed (per 100k),107.91,1.03,0.01,70.35,4,0,4,0
"Cuyahoga, Ohio",Confirmed (per 100k),107.77,3.71,0.03,17.03,4,0,4,0
"Darke, Ohio",Confirmed (per 100k),107.60,3.91,0.04,15.40,4,0,4,-1
"Troup, Georgia",Confirmed (per 100k),107.26,4.09,0.04,14.14,4,0,4,-1
"Beaufort, South Carolina",Confirmed (per 100k),107.22,2.68,0.02,25.68,4,0,4,0
"Wilson, Tennessee",Confirmed (per 100k),107.15,2.77,0.03,23.29,4,0,4,-1
"Delaware, New York",Confirmed (per 100k),106.49,2.91,0.03,21.76,4,0,4,-1
"Washington, Nebraska",Confirmed (per 100k),106.13,1.38,0.01,48.87,4,0,4,4
"Cleveland, Oklahoma",Confirmed (per 100k),105.98,4.12,0.04,15.00,4,0,4,-1
"Clay, Alabama",Confirmed (per 100k),105.78,4.32,0.04,15.25,4,0,4,-2
"Kay, Oklahoma",Confirmed (per 100k),105.65,3.94,0.04,16.81,4,0,4,-1
"Garfield, Colorado",Confirmed (per 100k),103.23,2.38,0.02,26.13,4,0,4,0
"Rush, Indiana",Confirmed (per 100k),102.53,2.58,0.03,24.61,4,0,4,-1
"Beaver, Pennsylvania",Confirmed (per 100k),102.48,2.61,0.03,23.29,4,0,4,-1
"Simpson, Kentucky",Confirmed (per 100k),102.30,3.08,0.03,18.71,4,0,4,0
"Osceola, Florida",Confirmed (per 100k),102.20,3.38,0.03,17.39,4,0,4,0
"Peach, Georgia",Confirmed (per 100k),101.65,2.59,0.03,21.14,4,0,4,-1
"Andrews, Texas",Confirmed (per 100k),101.58,2.29,0.02,18.60,4,0,4,-1
"Owen, Indiana",Confirmed (per 100k),100.97,1.37,0.01,44.36,4,0,4,0
"Yankton, South Dakota",Confirmed (per 100k),100.82,2.50,0.02,24.43,4,0,4,0
"Saratoga, New York",Confirmed (per 100k),100.49,4.04,0.04,14.46,4,0,4,-1
"San Mateo, California",Confirmed (per 100k),100.06,2.42,0.02,24.95,4,0,4,0
"Washington, Indiana",Confirmed (per 100k),99.87,3.06,0.03,19.64,4,0,4,-1
"Jefferson, West Virginia",Confirmed (per 100k),99.74,4.00,0.04,14.42,4,0,4,-2
"Amelia, Virginia",Confirmed (per 100k),98.90,2.17,0.02,21.49,4,0,4,-1
